Plant,DateTime,LightIntensity,Temperature,WaterLevel,Humidity,WindSpeed,HeightGrowth
Domates,2024-09-21 18:00:00,5769.16,21.85,6.93,67.27,7.25,2.34
Biber,2024-09-21 18:00:00,6318.56,21.06,6.52,46.36,7.8,1.44
Nane,2024-09-21 18:00:00,3042.14,18.93,4.61,69.75,3.92,1.37
Domates,2024-09-22 00:00:00,7168.31,27.51,6.42,52.09,5.88,2.32
Biber,2024-09-22 00:00:00,6104.97,29.22,7.81,54.21,7.83,2.18
Nane,2024-09-22 00:00:00,5684.03,21.92,5.49,77.24,6.0,0.58
Domates,2024-09-22 06:00:00,6568.8,26.58,7.14,63.39,7.04,1.39
Biber,2024-09-22 06:00:00,6170.16,23.33,7.86,41.46,9.78,1.42
Nane,2024-09-22 06:00:00,3100.65,15.31,4.26,78.93,4.65,0.94
Domates,2024-09-22 12:00:00,7637.86,26.76,6.13,65.04,4.26,1.18
Biber,2024-09-22 12:00:00,4453.49,28.97,8.59,56.4,6.82,1.84
Nane,2024-09-22 12:00:00,3567.64,16.63,5.01,64.8,0.06,0.98
Domates,2024-09-22 18:00:00,6141.79,24.75,6.42,59.61,6.93,1.7
Biber,2024-09-22 18:00:00,4178.38,25.96,6.8,43.84,8.82,2.36
Nane,2024-09-22 18:00:00,3094.63,22.45,3.37,75.99,0.73,1.01
Domates,2024-09-23 00:00:00,6421.1,23.47,5.03,65.85,9.04,2.06
Biber,2024-09-23 00:00:00,4261.7,25.62,7.52,55.29,3.33,2.42
Nane,2024-09-23 00:00:00,4595.8,17.62,5.6,75.39,3.93,0.53
Domates,2024-09-23 06:00:00,6538.06,24.51,7.71,61.88,6.34,1.59
Biber,2024-09-23 06:00:00,6218.92,24.27,6.05,53.47,4.68,0.91
Nane,2024-09-23 06:00:00,4770.01,19.65,5.27,75.66,1.38,0.92
Domates,2024-09-23 12:00:00,7083.12,26.29,6.24,69.55,6.35,2.08
Biber,2024-09-23 12:00:00,4530.68,27.07,6.76,46.04,1.0,1.41
Nane,2024-09-23 12:00:00,4315.44,16.13,4.75,75.43,3.21,0.52
Domates,2024-09-23 18:00:00,7304.25,20.66,6.4,53.67,2.58,1.11
Biber,2024-09-23 18:00:00,4382.63,22.6,6.04,43.78,8.33,1.78
Nane,2024-09-23 18:00:00,3619.65,21.2,5.42,65.18,3.39,1.09
Domates,2024-09-24 00:00:00,6981.38,21.26,6.46,53.4,4.98,2.63
Biber,2024-09-24 00:00:00,5211.16,22.79,8.36,53.25,9.09,1.78
Nane,2024-09-24 00:00:00,5542.87,18.68,3.53,66.33,7.49,0.62
Domates,2024-09-24 06:00:00,5376.43,24.57,7.49,54.22,13.49,2.12
Biber,2024-09-24 06:00:00,5947.25,29.52,7.65,52.51,7.63,1.62
Nane,2024-09-24 06:00:00,4924.8,15.8,4.31,73.72,3.61,1.07
Domates,2024-09-24 12:00:00,6084.79,22.04,7.4,67.51,11.47,2.26
Biber,2024-09-24 12:00:00,6070.95,28.16,6.09,44.62,8.8,0.92
Nane,2024-09-24 12:00:00,3359.54,18.38,5.76,63.79,5.68,0.66
Domates,2024-09-24 18:00:00,7943.1,24.58,6.24,57.62,13.08,1.88
Biber,2024-09-24 18:00:00,5245.65,21.78,6.64,47.73,5.47,1.3
Nane,2024-09-24 18:00:00,3033.25,22.27,4.86,76.93,3.77,1.38
Domates,2024-09-25 00:00:00,7579.24,26.91,7.39,69.7,5.28,1.97
Biber,2024-09-25 00:00:00,4939.77,22.79,8.89,44.47,2.01,2.0
Nane,2024-09-25 00:00:00,3004.87,20.07,3.64,65.0,6.25,1.33
Domates,2024-09-25 06:00:00,7979.56,22.2,6.08,66.08,3.19,2.57
Biber,2024-09-25 06:00:00,4614.97,24.56,8.81,41.2,0.26,1.8
Nane,2024-09-25 06:00:00,5391.63,24.36,5.05,76.71,1.63,1.26
Domates,2024-09-25 12:00:00,6265.0,26.54,6.15,65.19,3.09,1.12
Biber,2024-09-25 12:00:00,4118.64,26.59,8.07,57.65,9.87,2.15
Nane,2024-09-25 12:00:00,3931.37,20.28,3.32,62.91,7.4,1.12
Domates,2024-09-25 18:00:00,5176.82,19.45,7.62,64.26,7.11,1.43
Biber,2024-09-25 18:00:00,6436.31,27.98,7.16,56.32,5.58,1.92
Nane,2024-09-25 18:00:00,3922.36,20.65,4.86,60.34,2.5,0.91
Domates,2024-09-26 00:00:00,6623.01,26.47,6.27,53.42,11.68,2.39
Biber,2024-09-26 00:00:00,4907.23,25.48,8.44,54.46,9.03,2.09
Nane,2024-09-26 00:00:00,5013.99,17.72,3.45,74.92,1.31,0.84
Domates,2024-09-26 06:00:00,5922.31,25.78,7.85,59.52,1.8,2.17
Biber,2024-09-26 06:00:00,6470.66,24.88,6.24,58.47,2.22,1.75
Nane,2024-09-26 06:00:00,5414.76,21.3,5.43,67.01,2.84,0.72
Domates,2024-09-26 12:00:00,5880.51,26.75,5.88,56.47,3.2,1.14
Biber,2024-09-26 12:00:00,5020.55,27.72,8.62,41.31,4.51,2.49
Nane,2024-09-26 12:00:00,5367.76,24.45,4.09,60.39,3.06,0.78
Domates,2024-09-26 18:00:00,5915.29,23.09,6.46,58.28,10.84,2.21
Biber,2024-09-26 18:00:00,6056.1,27.4,8.63,43.65,4.43,1.06
Nane,2024-09-26 18:00:00,5102.04,16.23,4.39,73.36,3.01,1.23
Domates,2024-09-27 00:00:00,5465.69,23.01,6.15,62.56,4.16,1.21
Biber,2024-09-27 00:00:00,5646.16,21.39,8.15,53.28,8.11,1.1
Nane,2024-09-27 00:00:00,5527.16,24.55,5.55,74.15,7.22,1.24
Domates,2024-09-27 06:00:00,7756.3,21.56,5.34,66.03,14.19,2.35
Biber,2024-09-27 06:00:00,6582.1,20.24,7.03,51.24,1.98,2.15
Nane,2024-09-27 06:00:00,4334.06,18.84,5.09,60.68,6.57,0.82
Domates,2024-09-27 12:00:00,7469.21,22.64,6.69,66.34,12.01,2.45
Biber,2024-09-27 12:00:00,4183.66,21.9,7.08,51.79,3.44,1.1
Nane,2024-09-27 12:00:00,4620.01,20.18,5.43,64.64,3.0,0.72
Domates,2024-09-27 18:00:00,6433.34,25.76,6.79,66.12,11.02,2.63
Biber,2024-09-27 18:00:00,6342.87,26.32,7.72,47.64,4.96,0.86
Nane,2024-09-27 18:00:00,3994.52,20.8,4.42,62.04,2.82,1.38
Domates,2024-09-28 00:00:00,6569.11,21.65,5.1,60.27,2.23,1.54
Biber,2024-09-28 00:00:00,6857.23,22.45,8.53,47.12,7.22,1.54
Nane,2024-09-28 00:00:00,3847.07,21.55,4.58,72.52,0.02,0.86
Domates,2024-09-28 06:00:00,6627.31,18.92,5.62,53.18,0.41,2.15
Biber,2024-09-28 06:00:00,4296.31,21.35,8.97,54.43,1.94,1.62
Nane,2024-09-28 06:00:00,3222.67,23.3,3.8,66.06,5.83,1.21
Domates,2024-09-28 12:00:00,7377.72,21.9,5.32,64.32,13.64,1.63
Biber,2024-09-28 12:00:00,4426.12,26.01,7.95,50.74,7.03,2.03
Nane,2024-09-28 12:00:00,5089.38,21.78,5.07,73.71,4.84,0.81
Domates,2024-09-28 18:00:00,6582.7,26.69,5.67,57.41,14.52,1.27
Biber,2024-09-28 18:00:00,4847.76,20.6,7.66,44.86,1.02,2.47
Nane,2024-09-28 18:00:00,3447.22,20.35,4.55,72.19,3.48,1.0
Domates,2024-09-29 00:00:00,7366.8,20.77,6.46,67.48,10.83,1.57
Biber,2024-09-29 00:00:00,4303.45,23.07,7.69,53.77,7.7,2.05
Nane,2024-09-29 00:00:00,3301.7,17.16,5.0,61.53,0.98,0.73
Domates,2024-09-29 06:00:00,6019.56,27.68,7.75,65.23,8.81,2.85
Biber,2024-09-29 06:00:00,4850.53,26.55,6.13,53.46,7.15,2.2
Nane,2024-09-29 06:00:00,3790.11,15.76,4.74,61.32,1.36,0.88
Domates,2024-09-29 12:00:00,5840.92,21.45,6.77,60.35,5.41,1.11
Biber,2024-09-29 12:00:00,6518.58,26.19,8.36,53.32,2.57,0.85
Nane,2024-09-29 12:00:00,5751.91,19.38,5.48,67.87,7.35,0.82
Domates,2024-09-29 18:00:00,5886.5,21.79,5.82,59.52,14.27,2.35
Biber,2024-09-29 18:00:00,5922.68,24.68,8.09,45.0,6.58,1.54
Nane,2024-09-29 18:00:00,3809.12,22.99,5.09,61.41,1.13,0.75
Domates,2024-09-30 00:00:00,5657.51,24.31,7.92,68.96,10.05,1.99
Biber,2024-09-30 00:00:00,5476.25,23.3,7.97,43.35,9.37,2.4
Nane,2024-09-30 00:00:00,3630.75,18.88,4.89,65.92,6.41,1.02
Domates,2024-09-30 06:00:00,7495.34,19.13,6.54,68.23,13.75,2.23
Biber,2024-09-30 06:00:00,4991.08,20.18,7.03,53.03,4.02,1.43
Nane,2024-09-30 06:00:00,4781.78,22.36,4.88,78.96,4.39,1.31
Domates,2024-09-30 12:00:00,6015.89,25.29,7.58,57.97,9.38,2.13
Biber,2024-09-30 12:00:00,4318.39,28.53,7.73,49.29,3.07,1.55
Nane,2024-09-30 12:00:00,5141.08,20.52,5.61,62.08,5.92,1.08
Domates,2024-09-30 18:00:00,5193.94,24.98,6.58,62.96,0.26,1.66
Biber,2024-09-30 18:00:00,6516.57,27.17,7.46,59.43,2.03,2.49
Nane,2024-09-30 18:00:00,3596.33,21.79,3.35,68.13,4.68,0.92
Domates,2024-10-01 00:00:00,7200.23,18.19,7.39,63.82,14.6,2.03
Biber,2024-10-01 00:00:00,4308.2,29.6,7.97,55.71,6.84,1.18
Nane,2024-10-01 00:00:00,5357.21,23.13,5.54,68.33,4.27,0.72
Domates,2024-10-01 06:00:00,6584.68,25.09,6.66,51.81,14.97,2.28
Biber,2024-10-01 06:00:00,4308.35,26.61,8.98,48.08,6.9,1.38
Nane,2024-10-01 06:00:00,5170.25,15.4,4.81,72.74,5.42,1.48
Domates,2024-10-01 12:00:00,6189.18,23.28,7.98,58.58,8.89,2.39
Biber,2024-10-01 12:00:00,6506.38,29.48,6.49,59.92,2.89,1.02
Nane,2024-10-01 12:00:00,3593.02,23.16,3.78,70.51,6.22,0.61
Domates,2024-10-01 18:00:00,7644.82,20.24,7.75,61.39,11.04,1.68
Biber,2024-10-01 18:00:00,4030.99,22.31,8.16,54.3,9.39,1.7
Nane,2024-10-01 18:00:00,5707.51,22.02,4.96,75.27,4.12,0.73
Domates,2024-10-02 00:00:00,7204.53,18.74,6.03,64.98,2.29,2.37
Biber,2024-10-02 00:00:00,4046.87,25.24,7.79,49.0,9.87,1.45
Nane,2024-10-02 00:00:00,4376.77,20.91,4.28,64.35,6.22,1.47
Domates,2024-10-02 06:00:00,7282.29,25.16,6.38,53.22,10.25,1.66
Biber,2024-10-02 06:00:00,4725.91,23.32,7.16,49.27,7.83,0.83
Nane,2024-10-02 06:00:00,3989.22,17.68,5.54,66.18,7.49,1.14
Domates,2024-10-02 12:00:00,5962.54,26.04,7.8,60.0,3.91,2.24
Biber,2024-10-02 12:00:00,4043.63,22.21,8.24,48.61,9.68,1.77
Nane,2024-10-02 12:00:00,3580.91,24.88,5.57,71.85,2.9,1.13
Domates,2024-10-02 18:00:00,5708.53,20.22,5.38,68.18,7.89,2.48
Biber,2024-10-02 18:00:00,5826.11,23.26,6.56,40.41,5.51,1.99
Nane,2024-10-02 18:00:00,3170.73,22.61,5.14,75.75,0.25,1.22
Domates,2024-10-03 00:00:00,5865.89,21.37,5.08,58.3,9.35,2.5
Biber,2024-10-03 00:00:00,5152.18,29.04,7.2,40.91,8.4,1.2
Nane,2024-10-03 00:00:00,5301.41,21.45,4.47,63.3,3.88,0.88
Domates,2024-10-03 06:00:00,7293.78,18.62,6.71,53.54,13.01,2.33
Biber,2024-10-03 06:00:00,4283.56,26.75,6.5,40.01,7.52,0.97
Nane,2024-10-03 06:00:00,5115.79,18.09,5.5,65.12,1.78,1.13
Domates,2024-10-03 12:00:00,5833.78,19.26,7.89,53.43,3.86,2.85
Biber,2024-10-03 12:00:00,5010.89,27.86,7.0,41.09,5.46,1.91
Nane,2024-10-03 12:00:00,5409.19,15.78,4.69,69.98,7.42,1.27
Domates,2024-10-03 18:00:00,5220.29,25.12,5.56,56.25,4.24,1.56
Biber,2024-10-03 18:00:00,4085.21,20.01,6.61,50.9,3.14,0.98
Nane,2024-10-03 18:00:00,4419.2,18.85,3.02,68.27,0.88,1.09
Domates,2024-10-04 00:00:00,5569.45,23.85,5.69,55.21,6.29,1.27
Biber,2024-10-04 00:00:00,4050.13,28.1,8.69,52.64,4.84,2.11
Nane,2024-10-04 00:00:00,4564.94,23.6,4.08,76.76,7.25,0.73
Domates,2024-10-04 06:00:00,5207.2,26.18,6.76,58.97,3.29,1.37
Biber,2024-10-04 06:00:00,4960.31,24.24,8.75,44.25,5.91,1.1
Nane,2024-10-04 06:00:00,5659.53,21.37,3.58,76.51,6.05,1.44
Domates,2024-10-04 12:00:00,5498.14,20.34,5.08,57.57,13.12,2.14
Biber,2024-10-04 12:00:00,6480.09,21.57,7.08,52.91,6.93,1.76
Nane,2024-10-04 12:00:00,3836.75,20.07,4.73,63.28,3.47,1.32
Domates,2024-10-04 18:00:00,7395.68,23.46,7.41,55.8,11.85,2.22
Biber,2024-10-04 18:00:00,6680.98,29.58,6.64,57.22,1.0,1.85
Nane,2024-10-04 18:00:00,5997.16,20.4,4.31,63.08,2.61,0.56
Domates,2024-10-05 00:00:00,6720.54,24.37,7.94,52.89,9.46,2.15
Biber,2024-10-05 00:00:00,6512.47,26.93,7.62,47.72,5.52,1.67
Nane,2024-10-05 00:00:00,4509.41,21.06,4.97,72.36,7.75,0.98
Domates,2024-10-05 06:00:00,5455.59,26.18,6.46,66.64,1.14,1.7
Biber,2024-10-05 06:00:00,6208.94,28.55,7.84,40.14,6.31,1.27
Nane,2024-10-05 06:00:00,5201.08,21.62,3.69,65.19,0.55,1.05
Domates,2024-10-05 12:00:00,5185.82,22.42,6.69,61.92,5.41,2.14
Biber,2024-10-05 12:00:00,5284.44,27.7,6.93,50.01,1.12,1.14
Nane,2024-10-05 12:00:00,3860.51,15.78,3.78,64.6,2.08,1.11
Domates,2024-10-05 18:00:00,5605.43,21.09,7.68,63.37,1.34,1.75
Biber,2024-10-05 18:00:00,4645.19,23.89,6.26,43.69,0.84,1.84
Nane,2024-10-05 18:00:00,3413.04,16.9,4.89,77.18,2.38,1.36
Domates,2024-10-06 00:00:00,6849.83,22.94,7.31,51.52,1.59,1.14
Biber,2024-10-06 00:00:00,5789.87,25.54,7.76,54.26,9.98,0.99
Nane,2024-10-06 00:00:00,5636.79,19.68,4.41,68.25,1.62,0.81
Domates,2024-10-06 06:00:00,7716.38,25.91,6.16,58.27,5.41,2.07
Biber,2024-10-06 06:00:00,5046.9,26.97,6.28,43.98,7.36,2.17
Nane,2024-10-06 06:00:00,5982.89,16.14,3.4,70.59,6.53,1.47
Domates,2024-10-06 12:00:00,6354.97,22.58,5.79,66.92,10.65,2.5
Biber,2024-10-06 12:00:00,4199.32,21.25,6.64,52.6,8.29,0.93
Nane,2024-10-06 12:00:00,3528.05,16.24,4.82,71.89,7.1,1.45
Domates,2024-10-06 18:00:00,6487.5,20.74,6.09,54.01,4.95,2.51
Biber,2024-10-06 18:00:00,5003.3,28.56,6.67,57.53,9.99,0.84
Nane,2024-10-06 18:00:00,3626.37,21.46,3.79,76.51,3.68,0.53
Domates,2024-10-07 00:00:00,5931.72,25.88,6.72,59.58,2.66,1.89
Biber,2024-10-07 00:00:00,6432.4,25.3,7.71,44.18,4.34,1.26
Nane,2024-10-07 00:00:00,3714.28,19.5,3.09,76.17,0.42,0.69
Domates,2024-10-07 06:00:00,5791.66,23.59,6.72,60.34,8.42,1.1
Biber,2024-10-07 06:00:00,6043.54,25.91,7.55,41.11,9.69,1.21
Nane,2024-10-07 06:00:00,4442.18,24.35,4.44,64.11,6.39,0.75
Domates,2024-10-07 12:00:00,5308.58,23.31,5.01,67.41,0.1,2.68
Biber,2024-10-07 12:00:00,4687.74,25.74,7.37,42.58,1.43,1.12
Nane,2024-10-07 12:00:00,5055.77,23.06,4.45,70.72,2.04,0.61
Domates,2024-10-07 18:00:00,6306.64,27.09,5.47,62.58,3.38,2.82
Biber,2024-10-07 18:00:00,5449.32,22.7,6.56,55.52,4.21,1.11
Nane,2024-10-07 18:00:00,5727.23,22.63,4.58,77.83,7.41,1.0
Domates,2024-10-08 00:00:00,7918.25,20.91,7.31,66.45,2.05,2.38
Biber,2024-10-08 00:00:00,4293.21,21.64,6.54,41.32,7.45,1.68
Nane,2024-10-08 00:00:00,4477.22,21.06,3.42,66.0,3.73,0.74
Domates,2024-10-08 06:00:00,5352.2,18.19,5.21,63.55,13.21,1.79
Biber,2024-10-08 06:00:00,4754.81,28.32,6.49,42.31,1.25,1.59
Nane,2024-10-08 06:00:00,4089.53,15.67,4.85,71.75,2.67,0.59
Domates,2024-10-08 12:00:00,5384.21,27.39,7.06,66.94,6.63,2.21
Biber,2024-10-08 12:00:00,4566.22,22.88,6.06,55.33,2.16,1.97
Nane,2024-10-08 12:00:00,3513.9,19.98,5.15,74.08,0.77,1.48
Domates,2024-10-08 18:00:00,6467.43,19.17,5.9,51.06,6.47,1.2
Biber,2024-10-08 18:00:00,5651.12,29.79,8.04,54.47,5.62,1.56
Nane,2024-10-08 18:00:00,4378.38,19.61,4.98,65.35,0.67,0.68
Domates,2024-10-09 00:00:00,7908.66,23.32,7.17,50.16,1.57,2.2
Biber,2024-10-09 00:00:00,6857.26,22.16,7.88,55.04,3.66,0.81
Nane,2024-10-09 00:00:00,3488.24,16.78,3.74,77.29,1.1,1.34
Domates,2024-10-09 06:00:00,6307.1,26.73,6.02,62.35,6.13,1.8
Biber,2024-10-09 06:00:00,6767.58,26.4,7.32,45.05,8.66,1.71
Nane,2024-10-09 06:00:00,4292.34,21.62,3.98,74.51,1.2,1.15
Domates,2024-10-09 12:00:00,6964.17,18.71,7.63,60.63,10.99,2.63
Biber,2024-10-09 12:00:00,6372.78,21.53,7.5,58.09,7.21,1.26
Nane,2024-10-09 12:00:00,4532.88,22.08,5.31,73.62,3.26,0.79
Domates,2024-10-09 18:00:00,6388.38,21.64,7.44,68.46,1.59,2.24
Biber,2024-10-09 18:00:00,5850.84,23.71,8.36,43.08,4.4,2.04
Nane,2024-10-09 18:00:00,4637.64,19.91,5.62,73.33,3.41,1.09
Domates,2024-10-10 00:00:00,6428.15,21.88,5.3,50.55,8.02,2.85
Biber,2024-10-10 00:00:00,5965.87,20.8,6.91,55.7,4.49,1.84
Nane,2024-10-10 00:00:00,4405.93,23.33,4.79,60.9,5.49,1.07
Domates,2024-10-10 06:00:00,6844.51,18.23,6.25,50.87,6.94,1.4
Biber,2024-10-10 06:00:00,6584.27,27.3,7.42,49.38,8.34,2.14
Nane,2024-10-10 06:00:00,5652.78,22.09,5.06,76.65,1.89,0.77
Domates,2024-10-10 12:00:00,5030.58,25.72,6.39,57.35,3.59,1.95
Biber,2024-10-10 12:00:00,4543.1,21.47,7.41,46.43,5.03,1.99
Nane,2024-10-10 12:00:00,4313.84,17.5,5.25,64.6,3.29,0.83
Domates,2024-10-10 18:00:00,7721.53,21.78,6.83,69.29,3.77,2.75
Biber,2024-10-10 18:00:00,4207.63,25.21,6.55,49.45,1.52,1.62
Nane,2024-10-10 18:00:00,3032.04,19.07,5.4,64.68,0.27,1.29
Domates,2024-10-11 00:00:00,5930.03,20.46,5.27,56.3,2.01,2.69
Biber,2024-10-11 00:00:00,4458.16,26.21,8.19,55.87,0.06,0.91
Nane,2024-10-11 00:00:00,5181.76,19.77,3.55,70.68,1.13,1.32
Domates,2024-10-11 06:00:00,6960.74,18.36,7.78,56.16,7.86,1.21
Biber,2024-10-11 06:00:00,6721.33,24.85,8.93,44.95,7.5,0.96
Nane,2024-10-11 06:00:00,5069.77,20.93,3.23,79.25,2.01,0.69
Domates,2024-10-11 12:00:00,6497.64,18.41,7.87,52.65,11.17,1.25
Biber,2024-10-11 12:00:00,4876.64,27.03,8.98,50.58,7.87,1.2
Nane,2024-10-11 12:00:00,4550.67,15.33,3.57,70.17,0.71,1.04
Domates,2024-10-11 18:00:00,7174.51,23.02,6.48,61.0,10.82,1.24
Biber,2024-10-11 18:00:00,6393.63,21.31,7.48,47.97,4.11,2.31
Nane,2024-10-11 18:00:00,4880.36,16.48,4.41,69.2,7.32,0.55
Domates,2024-10-12 00:00:00,7836.77,23.18,7.48,50.28,1.23,2.72
Biber,2024-10-12 00:00:00,5540.41,29.16,7.77,59.8,7.13,0.87
Nane,2024-10-12 00:00:00,4861.64,15.4,5.01,71.34,2.36,0.91
Domates,2024-10-12 06:00:00,5808.35,19.76,7.47,61.85,11.53,1.59
Biber,2024-10-12 06:00:00,6643.35,23.97,7.4,42.62,6.06,1.45
Nane,2024-10-12 06:00:00,3842.83,15.7,3.72,62.2,2.31,1.03
Domates,2024-10-12 12:00:00,6910.51,26.47,6.76,54.44,6.27,1.19
Biber,2024-10-12 12:00:00,6544.91,21.79,6.92,45.36,5.75,1.4
Nane,2024-10-12 12:00:00,5005.99,21.74,5.98,61.57,6.86,0.79
Domates,2024-10-12 18:00:00,5163.57,24.06,5.61,65.55,0.2,1.48
Biber,2024-10-12 18:00:00,5597.34,27.69,8.09,57.75,7.74,1.81
Nane,2024-10-12 18:00:00,5763.96,21.64,5.84,73.95,2.46,1.28
Domates,2024-10-13 00:00:00,7024.62,26.86,6.72,62.79,8.82,2.99
Biber,2024-10-13 00:00:00,5083.43,22.66,8.6,52.61,5.97,1.93
Nane,2024-10-13 00:00:00,4408.77,15.92,5.29,75.58,1.86,0.63
Domates,2024-10-13 06:00:00,6163.64,26.62,6.39,62.3,2.96,1.27
Biber,2024-10-13 06:00:00,4758.2,25.33,6.14,40.69,6.7,0.99
Nane,2024-10-13 06:00:00,3819.22,18.43,4.71,65.26,0.59,0.79
Domates,2024-10-13 12:00:00,5322.81,19.34,6.85,62.02,6.61,2.72
Biber,2024-10-13 12:00:00,6737.33,26.11,6.18,41.29,0.53,2.12
Nane,2024-10-13 12:00:00,3940.97,16.28,4.9,64.87,7.38,1.16
Domates,2024-10-13 18:00:00,5523.18,21.81,5.57,61.86,0.39,2.23
Biber,2024-10-13 18:00:00,5157.93,20.46,8.66,40.99,0.05,1.45
Nane,2024-10-13 18:00:00,5761.72,22.61,5.47,73.93,7.67,0.62
Domates,2024-10-14 00:00:00,7061.86,27.48,6.6,54.11,7.77,1.78
Biber,2024-10-14 00:00:00,5021.92,27.71,8.35,50.41,9.24,2.09
Nane,2024-10-14 00:00:00,4973.27,15.7,3.69,76.18,5.13,1.19
Domates,2024-10-14 06:00:00,6994.6,26.02,5.99,69.27,12.51,1.73
Biber,2024-10-14 06:00:00,5549.94,23.02,8.28,59.46,7.15,0.88
Nane,2024-10-14 06:00:00,4827.26,24.47,4.81,68.14,6.23,1.09
Domates,2024-10-14 12:00:00,5761.72,22.16,6.21,52.61,7.56,1.09
Biber,2024-10-14 12:00:00,6018.6,29.47,7.99,51.18,4.84,2.21
Nane,2024-10-14 12:00:00,3925.33,24.59,5.43,73.36,1.91,1.28
Domates,2024-10-14 18:00:00,7579.93,18.65,7.57,66.33,0.99,2.67
Biber,2024-10-14 18:00:00,5897.15,22.15,8.9,50.78,1.97,1.62
Nane,2024-10-14 18:00:00,3028.24,15.26,4.99,73.22,3.06,0.7
Domates,2024-10-15 00:00:00,6729.44,23.71,5.6,66.6,11.3,2.96
Biber,2024-10-15 00:00:00,5009.83,27.83,7.59,55.13,3.19,1.85
Nane,2024-10-15 00:00:00,5762.66,18.03,5.91,73.86,2.02,1.42
Domates,2024-10-15 06:00:00,5620.53,22.5,6.2,65.77,1.84,1.55
Biber,2024-10-15 06:00:00,4952.25,21.59,6.31,48.19,3.32,1.64
Nane,2024-10-15 06:00:00,5870.48,16.56,3.79,70.43,6.15,0.62
Domates,2024-10-15 12:00:00,5578.58,20.86,5.14,54.72,8.81,2.01
Biber,2024-10-15 12:00:00,6254.54,23.96,8.46,40.71,1.52,1.74
Nane,2024-10-15 12:00:00,5507.16,22.01,5.46,75.84,0.05,1.38
Domates,2024-10-15 18:00:00,5843.8,23.26,6.96,61.87,7.18,1.67
Biber,2024-10-15 18:00:00,5650.7,28.56,7.34,44.74,0.7,0.88
Nane,2024-10-15 18:00:00,3026.83,23.45,3.01,71.81,3.59,0.57
Domates,2024-10-16 00:00:00,7217.27,23.66,6.09,52.64,2.18,2.45
Biber,2024-10-16 00:00:00,5648.55,23.66,6.09,44.78,2.78,2.27
Nane,2024-10-16 00:00:00,5453.34,19.99,3.96,76.48,7.69,0.67
Domates,2024-10-16 06:00:00,6680.81,22.72,5.78,57.59,2.34,1.02
Biber,2024-10-16 06:00:00,6495.96,20.46,8.41,51.57,6.33,0.88
Nane,2024-10-16 06:00:00,4673.14,21.16,4.5,68.01,7.8,1.31
Domates,2024-10-16 12:00:00,7079.19,20.65,7.87,55.86,10.85,2.53
Biber,2024-10-16 12:00:00,5668.84,22.19,8.6,52.75,9.8,1.02
Nane,2024-10-16 12:00:00,5877.89,20.95,4.39,65.71,7.42,0.57
Domates,2024-10-16 18:00:00,5439.6,21.18,5.14,63.31,1.21,2.34
Biber,2024-10-16 18:00:00,5784.6,21.91,6.76,40.56,8.7,0.95
Nane,2024-10-16 18:00:00,5810.78,21.58,4.74,68.07,6.66,0.67
Domates,2024-10-17 00:00:00,7885.98,18.28,6.14,57.82,12.46,1.26
Biber,2024-10-17 00:00:00,6339.45,26.93,7.67,55.19,5.07,2.0
Nane,2024-10-17 00:00:00,3269.02,21.25,3.16,62.66,1.03,0.51
Domates,2024-10-17 06:00:00,5252.36,24.71,7.34,55.38,11.03,2.87
Biber,2024-10-17 06:00:00,5275.11,25.64,8.13,45.38,8.43,1.73
Nane,2024-10-17 06:00:00,3804.75,20.27,3.49,79.48,7.16,0.92
Domates,2024-10-17 12:00:00,7402.81,19.88,5.16,61.68,6.53,2.04
Biber,2024-10-17 12:00:00,5314.54,27.71,6.11,57.5,6.84,2.06
Nane,2024-10-17 12:00:00,3472.58,18.25,4.42,60.88,6.13,0.75
Domates,2024-10-17 18:00:00,6166.97,19.2,6.78,52.14,0.62,1.29
Biber,2024-10-17 18:00:00,5552.89,22.06,6.35,40.04,0.67,2.11
Nane,2024-10-17 18:00:00,4125.97,24.01,3.31,62.83,0.18,1.48
Domates,2024-10-18 00:00:00,7638.33,25.39,6.37,65.58,4.05,2.76
Biber,2024-10-18 00:00:00,5058.35,23.38,6.51,42.22,3.81,1.88
Nane,2024-10-18 00:00:00,5908.4,21.87,4.9,70.5,3.01,1.33
Domates,2024-10-18 06:00:00,5794.31,22.39,7.45,64.37,4.78,2.47
Biber,2024-10-18 06:00:00,5396.61,25.44,8.31,40.75,8.1,1.8
Nane,2024-10-18 06:00:00,5483.49,16.04,4.34,62.0,6.95,0.86
Domates,2024-10-18 12:00:00,7295.93,20.95,5.62,53.93,2.99,1.74
Biber,2024-10-18 12:00:00,6667.86,24.87,7.5,57.86,2.56,0.86
Nane,2024-10-18 12:00:00,4664.05,19.93,3.02,78.49,3.98,1.1
Domates,2024-10-18 18:00:00,7608.3,22.08,7.46,50.66,1.48,2.43
Biber,2024-10-18 18:00:00,6556.24,28.89,6.96,57.18,4.5,1.51
Nane,2024-10-18 18:00:00,4702.39,21.75,5.13,74.93,1.19,0.73
Domates,2024-10-19 00:00:00,6592.43,23.13,6.74,54.64,2.02,1.68
Biber,2024-10-19 00:00:00,6694.62,29.59,7.78,51.64,9.17,1.77
Nane,2024-10-19 00:00:00,4402.24,16.51,5.99,62.63,3.78,1.04
Domates,2024-10-19 06:00:00,7905.89,25.39,5.22,65.33,8.16,1.67
Biber,2024-10-19 06:00:00,6582.79,28.28,6.17,55.27,1.18,1.85
